aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.814,0.471,-0.379,5.432,-2.319,-2.075,29.01,51.114
0.818,0.454,-0.348,14.099,-3.479,-1.648,28.058,52.837
aX,aY,aZ,gX,gY,gZ,Roll,Pitch
0.828,0.459,-0.299,4.761,1.221,1.038,27.408,54.609
0.835,0.426,-0.336,-3.113,2.075,-0.183,26.908,55.501
0.84,0.42,-0.366,-1.892,1.709,-1.038,26.143,56.278
0.845,0.395,-0.364,4.456,1.099,-0.549,25.181,56.932
0.834,0.402,-0.368,1.404,8.179,6.409,24.24,56.972
0.833,0.426,-0.376,4.639,5.92,5.493,24.168,56.629
0.782,0.438,-0.439,-6.042,23.621,19.958,24.526,55.433
0.763,0.47,-0.483,-6.836,13.184,15.625,25.629,53.162
0.711,0.458,-0.515,-1.892,9.155,7.996,26.585,50.466
0.676,0.507,-0.59,-10.742,17.7,12.512,27.719,46.743
0.622,0.555,-0.635,-7.08,33.325,22.156,29.251,42.898
0.517,0.538,-0.677,-7.08,32.166,22.705,30.491,38.511
0.451,0.54,-0.735,-10.071,33.264,21.118,31.608,33.719
0.324,0.55,-0.818,-18.311,40.527,25.818,32.357,27.982
0.208,0.471,-0.846,5.493,40.222,23.071,31.524,21.937
0.086,0.471,-0.859,-0.305,38.94,14.404,30.644,15.563
-0.038,0.52,-0.871,-8.667,34.912,15.869,30.286,8.366
-0.15,0.481,-0.895,2.502,37.598,19.958,29.223,1.535
-0.257,0.471,-0.859,0.488,42.358,22.278,29.011,-5.136
-0.381,0.373,-0.82,-1.831,39.551,21.24,27.505,-11.934
-0.488,0.388,-0.747,-2.93,36.682,16.907,25.716,-18.855
-0.583,0.354,-0.731,7.568,35.889,15.625,23.836,-25.807
-0.672,0.283,-0.635,-8.728,35.034,13.306,21.119,-33.158
-0.734,0.32,-0.588,0.061,27.771,10.01,20.17,-39.362
-0.788,0.216,-0.536,16.174,24.902,9.888,17.478,-45.228
-0.796,0.219,-0.438,0.366,14.465,3.906,15.651,-50.883
-0.854,0.292,-0.479,3.723,11.597,5.432,15.524,-54.11
-0.87,0.223,-0.471,2.869,9.888,5.127,13.945,-57.024
-0.868,0.187,-0.37,6.226,13.977,4.456,13.56,-59.64
-0.92,0.21,-0.421,-4.7,18.311,6.958,13.083,-60.773
-0.89,0.214,-0.411,-5.371,-0.183,-3.113,11.998,-62.224
-0.935,0.265,-0.362,2.747,7.385,3.418,12.54,-63.612
-0.907,0.139,-0.31,8.972,3.357,-0.061,11.842,-64.822
-0.935,0.25,-0.337,7.629,1.648,-0.732,12.458,-65.584
-0.942,0.214,-0.355,-4.333,9.888,5.981,12.371,-66.498
-0.896,0.172,-0.275,9.277,-0.977,-0.793,11.266,-67.903
-0.895,0.164,-0.2,12.573,-8.301,-5.432,11.747,-68.903
-0.897,0.247,-0.267,31.189,-24.658,-3.296,11.868,-69.52
-0.872,0.302,-0.511,0.854,-25.269,-14.16,13.188,-66.685
-0.806,0.391,-0.541,-1.709,-23.315,-14.526,16.246,-61.577
-0.778,0.355,-0.537,0.916,-12.268,-7.446,18.677,-55.972
-0.718,0.423,-0.609,-0.305,-16.174,-10.437,20.874,-50.18
-0.666,0.398,-0.647,12.573,-17.639,-10.315,22.554,-46.54
-0.662,0.437,-0.635,2.502,-8.545,-5.127,23.422,-44.087
-0.611,0.429,-0.638,-1.892,-10.864,-6.348,24.701,-41.158
-0.585,0.419,-0.68,5.432,-14.099,-8.667,24.908,-39.191
-0.521,0.432,-0.73,-4.517,-16.968,-11.169,25.589,-36.775
-0.475,0.507,-0.749,-0.549,-19.104,-12.146,26.7,-33.461
-0.424,0.424,-0.793,6.714,-17.822,-11.719,26.533,-30.198
-0.362,0.5,-0.774,9.399,-18.005,-10.925,27.829,-26.543
-0.296,0.531,-0.824,11.108,-15.381,-11.536,29.232,-22.821
-0.243,0.509,-0.828,1.221,-15.686,-10.315,29.431,-19.37
-0.168,0.528,-0.814,-4.456,-18.677,-12.39,31.227,-15.542
-0.078,0.517,-0.835,9.399,-27.344,-16.479,31.574,-11.361
0.002,0.586,-0.784,9.338,-31.067,-9.46,32.989,-7.117
0.103,0.575,-0.845,5.249,-32.959,-10.62,33.917,-2.045
